title,phone,address,googlemap_address_url,region,city,discount_details
مجمع الحنان المتميز الطبي (حي الصفا),"tel:0126930393,الموقع الالكتروني : www.HM-clinic.net",العنوان : العنوان : جدة - حي الصفا - طريق الأمير متعب بن عبد العزيز,"https://www.google.com.sa/maps/place/21%C2%B034'49.4%22N+39%C2%B012'30.4%22E/@21.5792533,39.2066278,17z/data=!4m5!3m4!1s0x0:0x0!8m2!3d21.5803907!4d39.208441?hl=en",المنطقة الغربية,شمال جدة,"{'*الكشف مجانا للعروض في المركز لحاملي بطاقة تكافل العربية .': ' ', '*كشف الجلدية والليزر والتجميل .': '75 ', '*كشف الباطنية .': '35 ', 'كشف النساء والولادة .': '35 ', '*كشف اخصائية اطفال .': '35 ', '*كشف استشارية اطفال .': '75 ', '*كشف الاسنان .': '25 ', '*كشف طبيب العام .': '25 ', '*خصم على الاشعة والتحاليل .': '40', '*خصم على عيادة الاطفال .': '35', '*خصم على الجراحات الصغرى .': '35', '* خصم على الطوارئ .': '40', '*خصم على الصيدلية .': '7', 'عيادات النساء والولادة :': ' ', '*برنامج متابعة الحمل .': '899 ', '*الولادة الطبيعية مع رعاية الام .': '2800 ', 'فحص العمالة والمختبر :': ' ', '*فحص العمالة المنزلية .': '299 ', '*فحص المرور .': '89 ', '*فحص استخراج وتجديد الاقامه .': '99 ', '*كشف التوظيف مع شامل التحاليل .': '349 ', '*تحليل الهرمونات للرياضين .': '109 ', 'قسم الاسنان :': ' ', '*خلع عادي .': '175 ', '*اشعة بانوراما .': '75 ', '*حشوة تجميلية .': '149 ', '*حشوة معدنية .': '99 ', '*خلع ضرس العقل .': '225 ', '*تركيبة البورسلين .': '399 ', '*تركيبة الزيركون .': '699 ', '*تركيبة اي ماكس .': '799 ', '*التقويم مقدم 1150 وقسط 200 ريال شهريا .': ' ', '*ابتسامة هوليود (12سن) .': '7100 ', '*علاج عصب سن امامي .': '299 ', '*علاج عصب سن خلفي .': '399 ', '*معالجة اللثة .': '150 ', '*تنظيف اللثة .': '150 ', '*تنظيف الاسنان .': '99 ', '*تبييض الاسنان بالليزر .': '299 ', '*سناب اون (ابتسامة هوليود المتحركة ) .': '749 ', '*خصم على باقي الخدمات .': '30', '*خصم على العروض لحاملي بطاقة تكافل العربية .': '10 ', 'قسم الجلدية :': ' ', '*جلسة ليزر جسم كامل مع الرتوش .': '599 ', '*جلسة ليزر بكيني واندر ارم .': '225 ', '*جلسة ليزر الساقين او الايدي .': '250 ', '*جلسة ليزر كربوني مع تنظيف بشرة .': '249 ', '*جلسة ليزر الوجه .': '99 ', '*جلسة ليزر اندر ارم .': '99 ', '*جلسة ليزر بكيني .': '150 ', '*تحديد الذقن (للرجال) .': '150 ', '*ابرة فيلر وجه او شفايف .': '1199 ', '*تفتيح شفايف بالميزو .': '150 ', '*جلسة ميزو علاج تساقط الشعر .': '200 ', '*جلسة بلازما بالكولاجين ثلاثي الابعاد .': '850 ', '*بوتكس الوجه و الرقبة .': '1300 ', '*خيوط الوجه او الرقبة .': '400 ', '*جلسة انكيرف لنحت القوام .': '399 ', '*فركشنال ليزر الوجه .': '650 ', '*تشقير شعر الوجه بالليزر الكربوني .': '200 ', '*جلسة هيدرافيشنال .': '399 ', '*تفتيح الركب والاكواع بالليزر .': '299 ', '*تشقير الحواجب .': '99 ', '*خصم على باقي الخدمات داخل عيادة الليزر والتجميل .': '15', '*للاستفادة من الخصم ابرز بطاقة تكافل العربية.': ' ', '*يستفيد من الخصم صاحب البطاقة فقط.': ' '}"
مركز العلاج الطبيعي الفعال (الرس),tel:0556280556,العنوان : القصيم - الرس - طريق عثمان بن عفان,"https://www.google.com.sa/maps/place/%D9%85%D8%B1%D9%83%D8%B2+%D8%A7%D9%84%D8%B9%D9%84%D8%A7%D8%AC+%D8%A7%D9%84%D8%B7%D8%A8%D9%8A%D8%B9%D9%8A+%D8%A7%D9%84%D9%81%D8%B9%D8%A7%D9%84+active%E2%80%AD/@25.8668211,43.5159717,17z/data=!3m1!4b1!4m5!3m4!1s0x1583cae59ff230a1:0xf1f5d340c6195edf!8m2!3d25.8668211!4d43.513783",المنطقة الوسطى,محافظات القصيم,"{'الكشف مجانا لحاملي بطاقة تكافل العربية': '  ', 'خصم  على جلسة العلاج الطبيعي': '25'}"
مركز القمه السمعية (شارع فلسطين),tel:0126673895,العنوان : جدة - شارع فلسطين - بجوار سوق الجولات,"https://www.google.com.sa/maps/place/21%C2%B031'52.9%22N+39%C2%B011'16.9%22E/@21.5313609,39.1902267,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d21.5313609!4d39.188038?hl=ar",المنطقة الغربية,جنوب جدة,"{'*خصم  على سماعة ايفوني 2 قناة سمعية .': '3 ', '*خصم  على سماعة اريس برو 8 قنوات سمعية .': '30 ', '*خصم  على سماعة جورا 6 قنوات سمعية .': '30 ', '*خصم  على سماعة زد سريس 4 قنوات سمعية  .': '30 ', '*خصم  على سماعة زد سريس 6 قنوات سمعية  .': '30 ', '*خصم على سماعة زد سريس 8 قنوات سمعية  .': ' 30 ', '*خصم  على سماعة زد سريس 12 قناة سمعية  .': '30 ', '*خصم  على سماعة زد سريس 16 قناة سمعية  .': '30 ', '*خصم  على سماعة مخفيه 16 قناة سمعية  .': '20 ', '*خصم  على سماعة مخفيه 20 قناة سمعية  .': '20 ', '*خصم على سماعة مخفيه 24 قناة سمعية  .': ' 20', '* الخصم لا يشمل العروض .': '  '}"
صيدلية الدواء المفيد (حي سلطانة),tel:0127299993,العنوان : الطائف - الحوية - حي سلطانة.,"https://www.google.com.sa/maps/place/21%C2%B026'42.1%22N+40%C2%B028'57.3%22E/@21.4450245,40.4847708,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d21.4450245!4d40.4825821?hl=ar",المنطقة الغربية,الطائف,"{'*خصم على الادوية المزمنة.': '5', '*خصم  على الادوية.': '11', '*خصم على مستحضرات التجميل.': '11', '*خصم على الاجهزة الطبية.': '13', '*الخصم لا يشمل العروض.': ' ', '*للإستفادة من الخصم يرجى إبراز البطاقة مع الهوية لأخذ الخدمة.': ' '}"
مجمع مركز التميز الطبي (الدار البيضاء),tel:0114955782,العنوان : الرياض - الدار البيضاء - طريق العزيزية العام,"https://www.google.com.sa/maps/place/24%C2%B034'19.1%22N+46%C2%B047'11.0%22E/@24.5719579,46.7885732,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d24.5719579!4d46.7863845?hl=ar",المنطقة الوسطى,جنوب الرياض,"{'*خصم  على الكشف بجميع العيادات .': '50', '*خصم على الاشعة .': '30', '*خصم على التحاليل والمختبر  .': '30', '*خصم على باقي الخدمات والطوارئ .': '30', '*متابعة الحمل + عمل فيديو للجنين مجانا .': '850 ', '*تركيبة الزيركون': '580 ', '*تركيبة البورسلان': '380 ', '*تنظيف الاسنان': '100 ', '*اشعة بانوراما': '90 ', '*سحب عصب خلفي': '350 ', '*سحب عصب سن امامي': '280 ', '*خصم  على باقي خدمات الاسنان .': '25', '*ليزر فل بدي': '350 ', '*ليزر بدون بطن وظهر': '300 ', '*فراكشنال': '300 ', '*تقشير وجه': '100 ', 'توريد شفايف': '100 ', '*تقشير حواجب': '75 ', '*بلازما': '400 ', '*ميزو ثيرابي': '150 ', '*تنظيف بشرة': '200 ', 'نطقة ليزر واحدة (وجه - ابط - بكيني)': '100 ', '*تقشير برتقال': '200 ', '*بلازما شفايف او عيون': '150 ', '*تقشير كربوني (وجه - ركب - اكواع)': '150 ', '*قناع فيتامين (C)': '100 '}"
مركز بيت الراحة للمساج,tel:0582592951,العنوان : خميس مشيط - حي الموسى - بداية خط الرياض - مقابل صالة رند,https://www.google.com/maps/place/18°20'16.5,المنطقة الجنوبية,خميس مشيط,"{'مساج استرخائي': '170', 'مساج سويدي': '170', 'مساج الاحجار': '200', 'حمام مغربي': '170', 'حمام مغربي + بدي كير': '210', 'تجهيز العرسان': '425', 'حمام مغربي مع طين البحر': '200'}"
الحكمي الطبي (أبو عريش),tel:0173243333,العنوان : جازان - أبو عريش - الشارع,"https://www.google.com.sa/maps/place/16%C2%B057'43.0%22N+42%C2%B049'57.4%22E/@16.9616508,42.829816,16.83z/data=!4m5!3m4!1s0x0:0x0!8m2!3d16.9619485!4d42.8326072?hl=en",المنطقة الجنوبية,جازان,"{'كشف طبيب عام': '30', 'كشف الاخصائي': '40', 'كشف استشاري': '50', 'خصم على الأشعة': '20', 'خصم على المختبر و التحاليل': '20', 'خصم على النساء والولاده': '20', 'خصم على الطوارئ': '20', 'خصم على الخدمات الاخرى': '20'}"
مجمع البدر  المطور  الثاني الطبي العام (حي الجموم),tel:0125940071,العنوان : مكة المكرمة - حي الجموم - شارع النخيل ,"https://www.google.com/maps/place/مستوصف البدر، النخيل، الجموم 25335‭/@21.61242,39.6972259,16z/data=!4m2!3m1!1s0x15c1f45e1e8c5f63:0x323d1b4bf9ac840f?hl=ar",المنطقة الغربية,مكة المكرمة,"{'خصم على الكشف في جميع العيادات طبيب عام - اخصائي - استشاري': '50', 'خصم على الاشعة': '25', 'خصم على عيادة الاسنان وخدماتها': '20', 'خصم على عيادة الباطنه': '20', 'خصم على المختبر  والتحاليل الطبية': '25', 'خصم على عيادة الاطفال': '20', 'خصم على عيادة النساء والولادة': '20', 'خصم على الطوارئ': '20', 'خصم على باقي الخدمات التي لم تذكر ماعدا عيادة الجلدية': '20', 'الخصم لا يشمل العروض': ' ', 'للاستفادة من الخصم يرجى ابراز البطاقة مع الهوية قبل اخذ الخدمة': ' '}"
مجمع عيادات المحمدية الطبي ( حي المحمدية ),tel:0559290202,العنوان : العنوان : الرياض - حي المحمدية - طريق الامام سعود,"https://www.google.com.sa/maps/place/%D9%83%D9%88%D8%B1%D8%A7%D9%84+%D9%84%D8%B7%D8%A8+%D8%A7%D9%84%D8%A7%D8%B3%D9%86%D8%A7%D9%86+%D9%88%D8%A7%D9%84%D8%AC%D9%84%D8%AF%D9%8A%D9%87+%D9%88%D8%A7%D9%84%D8%AA%D8%AC%D9%85%D9%8A%D9%84%E2%80%AD/@24.7387907,46.6433214,15z/data=!4m5!3m4!1s0x0:0x999c4a0e91fcc2a7!8m2!3d24.7387907!4d46.6433214",المنطقة الوسطى,غرب الرياض,"{'*ليزر إزالة شعر جسم كامل للسيدات': '350', '*ليزر منطقة واحدة سيدات': '99', '*ليزر تحديد ذقن رجال': '99', '*ليزر بكيني و ابط و تحديد الذقن': '450', '*فيلر 1 مل جوفديرم او توسيال': '950', '*بوتكس جبهة وحول العين': '950', '*بوتكس التعرق': '1499', '*فراكشنال وجه': '250', '*ليزر كربوني للوجه': '99', '*تشقير الوجه': '99', '*تشقير الحواجب': '49', '*هيدرافيشال': '250', '*تنظيف بشره عميق (بخار )': '150', '*تحاليل الروكتان': '199', '*خصم على عروض الخاصة بالمركز .': '10'}"
الدلقان للبصريات (حي البادية),tel:0592287005,العنوان : الدمام - حي البادية - بجانب نيسان طريق الملك فهد,"https://www.google.com.sa/maps/place/26%C2%B025'27.1%22N+50%C2%B005'38.0%22E/@26.424181,50.096076,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d26.424181!4d50.0938873?hl=ar",المنطقة  الشرقية,الدمام,"{'*النظارات الطبية  .': '120', '*النظارات الشمسية  .': '120', '*العدسات اللاصقة  .': '110', '*خصم على العروض الخاصة .': '10', '*ملاحظة :': ' ', '*فحص النظر مجاناً لحاملي بطاقة تكافل العربية .': ' ', '*صيانة النظارات مجاناً لحاملي بطاقة تكافل العربية .': ' ', '*عدسات لاصقة تجريبية مجانا لحاملي بطاقة تكافل العربية .': ' '}"
نظارات رمش العيون (حي الصحافة),tel:0550043691,العنوان : الرياض - حي الصحافة - شارع انس بن مالك,"https://www.google.com.sa/maps/place/24%C2%B048'48.0%22N+46%C2%B037'49.9%22E/@24.8133373,46.6327162,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x0!8m2!3d24.8133373!4d46.6305275?hl=ar",المنطقة الوسطى,شمال الرياض,"{'*الكشف مجاناً لحاملي بطاقة تكافل العربية .': ' ', '*خصم على النظارات المحلية درجة اولى .': '60 ', '*خصم  على نظارات البراند .': '30', '*خصم  العدسات الطبية .': '25', '*خصم العدسات اللاصقة .': ' 10 ', '*خصم  اضافية اثناء العروض الخاصة بالمركز لحاملي بطاقة تكافل العربية .': '10'}"
مختبرات البرج الطبية (العزيزية ),tel:920004422,العنوان : المدينه المنوره -العزيزيه شارع الامام البخاري جوار مطاعم البيك,"https://www.google.com.sa/maps/place/مختبر البرج الطبي‭/@24.4521038,39.5081496,17z/data=!3m1!4b1!4m5!3m4!1s0x15bdc77d58b193c5:0xe0f227af62444346!8m2!3d24.4520989!4d39.5059609?hl=ar",المنطقة الغربية,المدينة المنورة,{'*خصم  على كافة التحاليل .': '40'}
مجمع كيو كلينك (العليا),tel:920008143,العنوان : العنوان : الرياض - العليا - بجوار مجمع موسى التجاري,https://www.google.com.sa/maps/place/24%C2%B041,المنطقة الوسطى,وسط الرياض,"{'*الكشف وفتح الملف والاستشارة مجانا لحاملي بطاقة تكافل العربية .': ' ', '*خلع عادي': '100', '*أشعة صغيرة': 'مجانا', '*أشعة بانورامية': '100', '*حشوة تجميلية': '120', '*حشوة مؤقتة': '30', '*خلع ضرس العقل': '350', '*تركيبة البورسلين': '400', '*تركيبة زيركون': '550', '*ابتسامة هوليوود 16 سن': '8000', '*التقويم المعدني دفعة': '900', 'شاملة التركيب واشعة البانوراما والاستشارة + قيمة الشد الشهري': '250', '*توريد اللثة': '599', '*قص اللثة بالليزر': '799', '*تقويم الأسنان شفاف (انفزلاين )': '10000', '*تنظيف الأسنان': '80', '*تبييض الأسنان بالليزر': '350', '*قوالب التبييض المنزلي +المادة': '400', '*سناب اون (ابتسامة هوليود المتحركة) فك واحد (الماني)': '1200', '*خصم على باقي الخدمات.': '35', 'خدمات الليزر والجلدية :': ' ', '*جلسة ليزر جسم كامل مع الرتوش (جنتل برواريكا)': '275', '*جلسة ليزر وجه او ابط او بكيني  (جنتل برواريكا)': '99', '*فيلر 1 مل (الياكسين GB)': '699', '*بوتكس 1 مل': '850', '*بوتكس التعرق': '1400', '*فراكشنال للوجه': '300', '*تنظيف بشرة + ماسك': '150', '*بلازما وجه او شعر + توريد شفايف بالبلازما مجانا': '400', '*ليزر كربوني للوجه': '150', '*تفتيح المنطقة الحساسة (تقشير احماض الفواكه )': '500', '*تقشير الوجه ( احماض الفواكه)': '300', '*تشقير الحواجب': '50', '*تشقير الوجه': '75', '*ميزو ثيرابي للوجه او الشعر': '300', '*تحديد ذقن للرجال جلسة واحده مع الرتوش': '99', '*خصم إضافي على العروض لحاملي بطاقة تكافل العربية.': '10'}"
